,person_id,mode_probs,amenity_probs,predict_mode_numeric,predict_amenity_numeric,income_group,household_size,vehicles,family_structure,age_group,target_amenity,target_mode,target_amenity_numeric,target_mode_numeric,predict_mode,predict_amenity
136,1.5564259188311986e+19,[0.05 0.94 0.01],[0.32 0.43 0.21 0.04],1.0,0.0,Low,2_person,0,nonfamily_single,Elderly,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Limited-Service Restaurants
137,1.1769129396149996e+19,[0.55 0.3  0.15],[0.15 0.05 0.8  0.  ],0.0,2.0,Low,1_person,0,living_alone,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Walking,Full-Service Restaurants
138,1.2693320177452792e+19,[0.2  0.35 0.45],[0.18367347 0.05102041 0.73469388 0.03061224],2.0,2.0,Ultra High,1_person,1,living_alone,Adult,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
139,1.5637824811907934e+19,[0.2 0.3 0.5],[0.26 0.12 0.56 0.06],1.0,1.0,High,2_person,1,married_couple,Senior,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Nonalcoholic Bars
140,1.1580927038675762e+17,[0.15 0.2  0.65],[0.42 0.16 0.35 0.07],1.0,0.0,Ultra High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
141,1.4296655319794586e+18,[0.2  0.25 0.55],[0.35 0.09 0.54 0.02],2.0,2.0,Low,4_person,2,family_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
142,6.432412528695932e+18,[0.22 0.42 0.36],[0.3  0.1  0.55 0.05],2.0,0.0,Low,2_person,1,married_couple,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
144,3.294024389639315e+18,[0.18 0.58 0.24],[0.15151515 0.08080808 0.72727273 0.04040404],1.0,0.0,Debt,3_person,2,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Public_transport,Limited-Service Restaurants
145,2.448535250358194e+17,[0.2 0.5 0.3],[0.15 0.3  0.5  0.05],0.0,0.0,Debt,4_person,2,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
147,5.014805299639532e+18,[0.2  0.55 0.25],[0.55 0.15 0.3  0.  ],1.0,2.0,Low,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
148,4.521876939796267e+18,[0.15 0.25 0.6 ],[0.26 0.13 0.58 0.03],2.0,2.0,Ultra High,4_person,2,married_couple,Adult,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
149,6.443564417639376e+18,[0.25 0.35 0.4 ],[0.38 0.12 0.45 0.05],0.0,2.0,Ultra High,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
150,4.162792400160358e+17,[0.32 0.36 0.32],[0.25 0.1  0.6  0.05],0.0,1.0,Ultra High,2_person,1,nonfamily_single,Adult,Full-Service Restaurants,Car,2.0,2,Walking,Nonalcoholic Bars
151,2.67126342451353e+18,[0.11 0.52 0.37],[0.08 0.24 0.56 0.12],2.0,1.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
154,1.6787231540055753e+19,[0.1  0.35 0.55],[0.15789474 0.31578947 0.47368421 0.05263158],2.0,2.0,Low,1_person,1,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
155,7.198528737325471e+18,[0.36 0.42 0.22],[0.31 0.08 0.42 0.19],0.0,3.0,High,2_person,2,nonfamily_single,Young Adult,Drinking Places,Car,3.0,2,Walking,Drinking Places
156,4.373954470066979e+18,[0.23 0.42 0.35],[0.26 0.12 0.62 0.  ],2.0,2.0,Moderate,3_person,1,family_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
157,1.7429523622377304e+19,[0.33 0.42 0.25],[0.35 0.1  0.5  0.05],0.0,3.0,Moderate,3_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Drinking Places
158,1.6245814866070426e+19,[0.25 0.45 0.3 ],[0.18 0.06 0.73 0.03],0.0,2.0,Debt,3_person,1,married_couple,Adult,Drinking Places,Public_transport,3.0,1,Walking,Full-Service Restaurants
159,1.3812313909209328e+19,[0.2  0.35 0.45],[0.26 0.13 0.56 0.05],2.0,1.0,Low,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Nonalcoholic Bars
160,1.3620485436059478e+19,[0.5 0.2 0.3],[0.27835052 0.12371134 0.55670103 0.04123711],1.0,2.0,Ultra High,3_person,1,married_couple,Adult,Drinking Places,Walking,3.0,0,Public_transport,Full-Service Restaurants
161,8.224673353663336e+18,[0.2  0.35 0.45],[0.24752475 0.04950495 0.69306931 0.00990099],1.0,0.0,Ultra High,2_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Limited-Service Restaurants
163,1.602885113409015e+19,[0.43 0.35 0.22],[0.6  0.05 0.3  0.05],0.0,0.0,Low,4_person,0,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Limited-Service Restaurants
164,5.14190210341808e+17,[0.2  0.68 0.12],[0.3  0.1  0.55 0.05],1.0,0.0,Low,2_person,1,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Public_transport,Limited-Service Restaurants
165,1.417664517275699e+19,[0.35 0.45 0.2 ],[0.2  0.25 0.45 0.1 ],1.0,2.0,Low,3_person,0,family_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
166,1.5065145737652582e+19,[0.35 0.45 0.2 ],[0.12121212 0.28282828 0.55555556 0.04040404],1.0,1.0,Low,1_person,0,living_alone,Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Nonalcoholic Bars
167,2.564975616672589e+18,[0.42 0.33 0.25],[0.25 0.1  0.55 0.1 ],1.0,2.0,Debt,5_person,3_plus,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
168,1.4894292490515763e+19,[0.62 0.24 0.14],[0.36 0.17 0.43 0.04],2.0,2.0,Debt,4_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
169,7.937834143401987e+17,[0.1  0.35 0.55],[0.26 0.08 0.62 0.04],0.0,2.0,Low,1_person,1,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
170,6.768776746102918e+18,[0.15 0.55 0.3 ],[0.2 0.1 0.6 0.1],1.0,3.0,Low,7_plus_person,1,family_single,Senior,Drinking Places,Car,3.0,2,Public_transport,Drinking Places
171,7.926683067108646e+18,[0.25 0.2  0.55],[0.2020202  0.07070707 0.70707071 0.02020202],1.0,2.0,Low,4_person,1,family_single,Senior,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Full-Service Restaurants
173,1.59347687860768e+19,[0.27 0.28 0.45],[0.25 0.15 0.51 0.09],0.0,2.0,Ultra High,1_person,1,living_alone,Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
174,6.090262339997255e+18,[0.26 0.53 0.21],[0.3  0.05 0.6  0.05],0.0,0.0,Low,2_person,0,nonfamily_single,Young Adult,Drinking Places,Walking,3.0,0,Walking,Limited-Service Restaurants
175,7.143113190477823e+17,[0.4  0.35 0.25],[0.05 0.26 0.56 0.13],1.0,2.0,Very High,2_person,0,nonfamily_single,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
176,1.544962035937942e+19,[0.15 0.25 0.6 ],[0.08 0.08 0.72 0.12],1.0,2.0,Low,2_person,1,family_single,Elderly,Drinking Places,Walking,3.0,0,Public_transport,Full-Service Restaurants
177,3.2980010849829683e+18,[0.55 0.4  0.05],[0.2  0.3  0.45 0.05],0.0,0.0,Low,7_plus_person,0,nonfamily_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Walking,Limited-Service Restaurants
178,6.748861442720223e+18,[0.15 0.15 0.7 ],[0.14 0.06 0.78 0.02],2.0,2.0,Low,2_person,1,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
179,1.45053432015072e+19,[0.35 0.15 0.5 ],[0.25773196 0.10309278 0.63917526 0.        ],1.0,1.0,Very High,1_person,1,living_alone,Senior,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Nonalcoholic Bars
180,1.926029605087289e+18,[0.3  0.25 0.45],[0.28 0.12 0.55 0.05],2.0,1.0,High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Nonalcoholic Bars
181,5.160078523488719e+18,[0.2  0.55 0.25],[0.55 0.1  0.25 0.1 ],1.0,0.0,Debt,6_person,1,married_couple,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Limited-Service Restaurants
182,1.1564641950012226e+19,[0.1  0.25 0.65],[0.1  0.21 0.64 0.05],0.0,2.0,Low,2_person,0,family_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
183,4.714770184734711e+18,[0.55 0.36 0.09],[0.5  0.15 0.25 0.1 ],2.0,1.0,Debt,2_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Nonalcoholic Bars
184,1.4355658665372422e+19,[0.25 0.65 0.1 ],[0.51 0.15 0.29 0.05],1.0,0.0,Debt,4_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Limited-Service Restaurants
185,1.6910375169057405e+19,[0.45 0.4  0.15],[0.35 0.11 0.51 0.03],2.0,0.0,Moderate,2_person,2,married_couple,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
186,1.5120515512110492e+19,[0.1  0.55 0.35],[0.1  0.26 0.62 0.02],2.0,2.0,High,3_person,0,married_couple,Middle Age,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
187,5.585663694520604e+18,[0.15 0.3  0.55],[0.26 0.16 0.52 0.06],2.0,0.0,Ultra High,3_person,2,married_couple,Middle Age,Limited-Service Restaurants,Car,0.0,2,Car,Limited-Service Restaurants
188,2.311668880180902e+18,[0.15 0.52 0.33],[0.35 0.05 0.55 0.05],1.0,2.0,Moderate,4_person,1,family_single,Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
189,1.0661264559972106e+19,[0.1  0.22 0.68],[0.14 0.36 0.46 0.04],2.0,1.0,Debt,2_person,2,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Nonalcoholic Bars
190,7.673575743378635e+18,[0.1  0.28 0.62],[0.25773196 0.12371134 0.56701031 0.05154639],1.0,2.0,Ultra High,6_person,1,married_couple,Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
191,1.0839180546127014e+19,[0.1  0.35 0.55],[0.15151515 0.24242424 0.55555556 0.05050505],1.0,1.0,High,2_person,2,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Public_transport,Nonalcoholic Bars
192,8.364484361509201e+17,[0.25 0.55 0.2 ],[0.1  0.2  0.65 0.05],0.0,2.0,Ultra High,1_person,1,living_alone,Senior,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
193,1.7782807149667387e+19,[0.25 0.5  0.25],[0.3  0.1  0.55 0.05],1.0,2.0,Very High,1_person,0,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
194,2.898198006134125e+18,[0.18085106 0.4787234  0.34042553],[0.23 0.22 0.46 0.09],2.0,2.0,Debt,4_person,1,married_couple,Middle Age,Drinking Places,Public_transport,3.0,1,Car,Full-Service Restaurants
195,1.3061636890794148e+19,[0.25 0.5  0.25],[0.2020202  0.1010101  0.65656566 0.04040404],1.0,0.0,Low,3_person,0,family_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Limited-Service Restaurants
196,1.341911747143503e+19,[0.2  0.35 0.45],[0.26 0.14 0.57 0.03],2.0,0.0,High,2_person,2,family_single,Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Limited-Service Restaurants
197,5.157481326617438e+18,[0.45 0.3  0.25],[0.27 0.14 0.56 0.03],1.0,2.0,Moderate,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
198,3.226095272170787e+18,[0.1  0.35 0.55],[0.26 0.09 0.62 0.03],1.0,2.0,Very High,1_person,1,living_alone,Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
199,6.549902704176828e+18,[0.31 0.47 0.22],[0.36 0.06 0.55 0.03],2.0,0.0,Moderate,6_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Car,Limited-Service Restaurants
200,1.3187028747541365e+19,[0.26 0.26 0.48],[0.15 0.25 0.55 0.05],2.0,2.0,Moderate,6_person,2,married_couple,Adult,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
201,4.426286444035104e+18,[0.25 0.55 0.2 ],[0.29591837 0.12244898 0.54081633 0.04081633],1.0,2.0,Low,1_person,1,living_alone,Senior,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
202,1.808957528302214e+19,[0.5  0.45 0.05],[0.3  0.1  0.55 0.05],0.0,2.0,Low,4_person,1,married_couple,Adult,Limited-Service Restaurants,Walking,0.0,0,Walking,Full-Service Restaurants
203,1.7665380994271383e+18,[0.08 0.26 0.66],[0.26 0.16 0.52 0.06],1.0,1.0,Ultra High,4_person,2,married_couple,Adult,Drinking Places,Walking,3.0,0,Public_transport,Nonalcoholic Bars
204,3.5125908636477824e+18,[0.24 0.44 0.32],[0.1  0.3  0.55 0.05],2.0,1.0,Low,5_person,1,married_couple,Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Nonalcoholic Bars
205,9.475830470737754e+18,[0.12 0.53 0.35],[0.21 0.1  0.64 0.05],1.0,1.0,Low,5_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Nonalcoholic Bars
206,1.135491447036403e+19,[0.2  0.35 0.45],[0.47 0.12 0.38 0.03],1.0,2.0,Moderate,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
207,4.890394070341263e+18,[0.35 0.4  0.25],[0.32 0.16 0.45 0.07],1.0,2.0,High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
208,1.796743966829469e+19,[0.32 0.48 0.2 ],[0.25 0.05 0.65 0.05],0.0,2.0,Moderate,4_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
209,5.205717178631919e+18,[0.12 0.62 0.26],[0.26 0.08 0.61 0.05],1.0,0.0,Moderate,2_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Limited-Service Restaurants
210,6.198540790237243e+18,[0.15 0.35 0.5 ],[0.16129032 0.34408602 0.40860215 0.08602151],2.0,1.0,Debt,3_person,1,family_single,Elderly,Drinking Places,Car,3.0,2,Car,Nonalcoholic Bars
211,7.622840282158668e+18,[0.15 0.35 0.5 ],[0.1  0.45 0.4  0.05],1.0,2.0,Moderate,2_person,1,family_single,Elderly,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
212,4.298949639678575e+18,[0.1  0.25 0.65],[0.24 0.08 0.62 0.06],2.0,0.0,High,2_person,1,family_single,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
213,1.033265558046613e+19,[0.22 0.26 0.52],[0.31 0.08 0.55 0.06],0.0,0.0,Ultra High,4_person,2,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Walking,Limited-Service Restaurants
215,7.240222721657694e+18,[0.1  0.32 0.58],[0.3  0.15 0.5  0.05],2.0,1.0,Low,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
216,5.30607872887863e+18,[0.22 0.23 0.55],[0.2  0.05 0.7  0.05],2.0,0.0,Low,5_person,2,married_couple,Young Adult,Drinking Places,Public_transport,3.0,1,Car,Limited-Service Restaurants
217,1.348259937664248e+19,[0.55 0.25 0.2 ],[0.15 0.45 0.35 0.05],0.0,2.0,Debt,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
218,3.750643807980524e+18,[0.45 0.15 0.4 ],[0.09090909 0.13131313 0.62626263 0.15151515],2.0,1.0,Ultra High,2_person,2,married_couple,Adult,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
219,1.0497715439015246e+19,[0.15 0.23 0.62],[0.25 0.2  0.55 0.  ],1.0,1.0,Moderate,7_plus_person,1,family_single,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Nonalcoholic Bars
220,1.158346158699116e+19,[0.1 0.3 0.6],[0.15 0.05 0.8  0.  ],2.0,2.0,Low,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
221,7.37606326494099e+18,[0.1  0.25 0.65],[0.3  0.1  0.55 0.05],2.0,2.0,Low,3_person,2,married_couple,Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
222,3.7189304659345454e+18,[0.15 0.2  0.65],[0.18 0.06 0.73 0.03],2.0,2.0,Low,3_person,3_plus,married_couple,Middle Age,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
223,1.0414118408981197e+19,[0.32 0.52 0.16],[0.35 0.15 0.4  0.1 ],1.0,2.0,Low,7_plus_person,3_plus,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
224,1.7434823053264474e+19,[0.2  0.32 0.48],[0.09 0.26 0.55 0.1 ],2.0,0.0,Low,2_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
225,1.668913937294147e+19,[0.11 0.22 0.67],[0.05 0.3  0.6  0.05],1.0,2.0,High,6_person,3_plus,married_couple,Middle Age,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
226,8.852825502258281e+18,[0.15 0.6  0.25],[0.19 0.18 0.48 0.15],1.0,0.0,Low,4_person,1,married_couple,Elderly,Drinking Places,Walking,3.0,0,Public_transport,Limited-Service Restaurants
227,7.369593124817718e+17,[0.2  0.45 0.35],[0.25 0.1  0.6  0.05],1.0,0.0,Moderate,4_person,1,married_couple,Middle Age,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
228,7.057424693016211e+18,[0.22 0.33 0.45],[0.25252525 0.15151515 0.55555556 0.04040404],1.0,2.0,Low,4_person,3_plus,married_couple,Elderly,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
229,1.774091434520146e+19,[0.15 0.55 0.3 ],[0.26 0.17 0.53 0.04],1.0,2.0,Moderate,1_person,0,living_alone,Elderly,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Full-Service Restaurants
230,1.3856019269257232e+19,[0.24489796 0.2244898  0.53061224],[0.05 0.2  0.7  0.05],1.0,2.0,Debt,6_person,1,married_couple,Elderly,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
231,1.3424238389544174e+19,[0.17 0.27 0.56],[0.11 0.21 0.62 0.06],1.0,2.0,Low,2_person,1,family_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
232,1.4888200929068182e+19,[0.4  0.35 0.25],[0.54 0.23 0.13 0.1 ],0.0,0.0,Low,3_person,0,family_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Limited-Service Restaurants
233,3.109268700869754e+18,[0.45 0.35 0.2 ],[0.3  0.1  0.55 0.05],1.0,0.0,Low,7_plus_person,0,nonfamily_single,Elderly,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Limited-Service Restaurants
234,2.5748451136069934e+18,[0.42 0.31 0.27],[0.28 0.12 0.55 0.05],2.0,0.0,Low,3_person,1,family_single,Young Adult,Limited-Service Restaurants,Car,0.0,2,Car,Limited-Service Restaurants
235,1.6846716946146816e+19,[0.05 0.15 0.8 ],[0.7804878  0.04878049 0.14634146 0.02439024],2.0,0.0,Debt,4_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
236,8.869774573160285e+18,[0.7  0.12 0.18],[0.4  0.15 0.25 0.2 ],0.0,2.0,Debt,4_person,2,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
237,8.489533099239065e+18,[0.22 0.36 0.42],[0.14285714 0.24489796 0.56122449 0.05102041],0.0,2.0,Very High,4_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
238,9.093706402709124e+18,[0.15 0.35 0.5 ],[0.05 0.2  0.7  0.05],1.0,2.0,Very High,2_person,2,married_couple,Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
239,1.7511139861946012e+19,[0.15 0.4  0.45],[0.25 0.15 0.55 0.05],2.0,0.0,Moderate,2_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Limited-Service Restaurants
241,1.3897396748104389e+19,[0.27777778 0.72222222 0.        ],[0.35 0.05 0.55 0.05],1.0,0.0,Low,1_person,0,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
242,1.3430480577689766e+19,[0.2  0.35 0.45],[0.25 0.1  0.6  0.05],1.0,2.0,Very High,2_person,0,family_single,Middle Age,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
243,1.5920614207076098e+19,[0.25 0.2  0.55],[0.15 0.25 0.55 0.05],0.0,2.0,High,4_person,2,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
244,8.144385084048352e+16,[0.2  0.25 0.55],[0.14 0.28 0.52 0.06],2.0,1.0,High,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Walking,1.0,0,Car,Nonalcoholic Bars
245,1.7988612970851488e+19,[0.55 0.15 0.3 ],[0.32 0.23 0.21 0.24],2.0,0.0,High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
246,7.582728293643774e+16,[0.28 0.2  0.52],[0.15 0.09 0.72 0.04],2.0,2.0,Low,5_person,2,family_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
247,6.67887611539351e+18,[0.275 0.35  0.375],[0.3 0.1 0.5 0.1],2.0,1.0,High,2_person,1,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Nonalcoholic Bars
248,1.2912209976519118e+16,[0.1  0.25 0.65],[0.20618557 0.06185567 0.72164948 0.01030928],2.0,0.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
249,2.751481353789279e+18,[0.2  0.25 0.55],[0.11 0.25 0.56 0.08],0.0,2.0,Low,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Car,1.0,2,Walking,Full-Service Restaurants
250,3.635632372018154e+17,[0.2  0.35 0.45],[0.1  0.2  0.65 0.05],2.0,1.0,Ultra High,1_person,1,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
252,2.5338295416240343e+18,[0.25 0.32 0.43],[0.15 0.25 0.53 0.07],2.0,2.0,Ultra High,1_person,1,living_alone,Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
253,1.455361208472237e+19,[0.26 0.52 0.22],[0.5  0.05 0.4  0.05],2.0,0.0,Debt,1_person,0,living_alone,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
255,8.408154726327623e+18,[0.1 0.2 0.7],[0.16 0.06 0.76 0.02],1.0,2.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
257,1.7099348008320664e+19,[0.12 0.62 0.26],[0.25 0.05 0.65 0.05],1.0,0.0,Debt,3_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
258,6.079851789664115e+18,[0.25 0.2  0.55],[0.14 0.26 0.57 0.03],1.0,1.0,High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Nonalcoholic Bars
261,6.268984441010605e+18,[0.23 0.45 0.32],[0.16326531 0.36734694 0.42857143 0.04081633],0.0,2.0,Debt,4_person,2,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
262,6.493759994371164e+18,[0.25 0.2  0.55],[0.12 0.24 0.62 0.02],2.0,1.0,High,3_person,2,married_couple,Senior,Limited-Service Restaurants,Walking,0.0,0,Car,Nonalcoholic Bars
263,7.405047717418113e+18,[0.25 0.35 0.4 ],[0.35 0.1  0.5  0.05],1.0,2.0,High,3_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Car,0.0,2,Public_transport,Full-Service Restaurants
264,1.6138816169237092e+19,[0.1  0.35 0.55],[0.15306122 0.05102041 0.76530612 0.03061224],2.0,2.0,Moderate,2_person,1,family_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
265,1.039843412546037e+19,[0.05 0.33 0.62],[0.15 0.2  0.55 0.1 ],2.0,2.0,Low,1_person,2,living_alone,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
266,1.2070989314275586e+19,[0.2  0.45 0.35],[0.25 0.1  0.6  0.05],2.0,2.0,Ultra High,2_person,2,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Car,Full-Service Restaurants
267,1.394975120368105e+19,[0.21 0.43 0.36],[0.26 0.12 0.58 0.04],0.0,2.0,Low,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
269,6.872559369107271e+18,[0.1  0.35 0.55],[0.25 0.1  0.6  0.05],1.0,2.0,Low,3_person,1,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
271,3.703555463066902e+18,[0.36 0.42 0.22],[0.3  0.1  0.55 0.05],1.0,2.0,Moderate,5_person,1,married_couple,Senior,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
272,1.0883670767913194e+18,[0.2 0.3 0.5],[0.25 0.05 0.65 0.05],2.0,0.0,Very High,4_person,1,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
273,1.0589763906421647e+19,[0.25 0.55 0.2 ],[0.12 0.25 0.55 0.08],1.0,0.0,Ultra High,1_person,0,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Limited-Service Restaurants
274,1.3450116247584688e+19,[0.  0.5 0.5],[0.1  0.35 0.5  0.05],2.0,1.0,Low,3_person,1,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Nonalcoholic Bars
275,2.662491730926654e+18,[0.2 0.3 0.5],[0.21052632 0.31578947 0.42105263 0.05263158],2.0,1.0,Ultra High,2_person,1,nonfamily_single,Adult,Nonalcoholic Bars,Car,1.0,2,Car,Nonalcoholic Bars
