,person_id,mode_probs,amenity_probs,predict_mode_numeric,predict_amenity_numeric,income_group,household_size,vehicles,family_structure,age_group,target_amenity,target_mode,target_amenity_numeric,target_mode_numeric,predict_mode,predict_amenity
130,1.5637824811907934e+19,[0.2  0.25 0.55],[0.3  0.05 0.6  0.05],2.0,2.0,High,2_person,1,married_couple,Senior,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
131,1.1580927038675762e+17,[0.22 0.35 0.43],[0.28 0.08 0.6  0.04],1.0,2.0,Ultra High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
132,1.4296655319794586e+18,[0.13 0.42 0.45],[0.15 0.23 0.55 0.07],1.0,2.0,Low,4_person,2,family_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
133,6.432412528695932e+18,[0.5 0.3 0.2],[0.16 0.07 0.73 0.04],0.0,2.0,Low,2_person,1,married_couple,Young Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
134,7.22911740830017e+18,[0.2 0.3 0.5],[0.13131313 0.09090909 0.74747475 0.03030303],2.0,2.0,Low,2_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
135,3.294024389639315e+18,[0.12 0.24 0.64],[0.41 0.21 0.18 0.2 ],2.0,3.0,Debt,3_person,2,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Car,Drinking Places
136,2.448535250358194e+17,[0.2  0.25 0.55],[0.12 0.16 0.64 0.08],2.0,2.0,Debt,4_person,2,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
137,2.2274712563633472e+18,[0.42 0.31 0.27],[0.28 0.09 0.58 0.05],1.0,2.0,Low,5_person,1,family_single,Elderly,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Full-Service Restaurants
138,1.7689672006039228e+19,[0.26 0.3  0.44],[0.25 0.05 0.65 0.05],1.0,2.0,Ultra High,2_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
139,4.521876939796267e+18,[0.33 0.34 0.33],[0.15 0.2  0.6  0.05],2.0,0.0,Ultra High,4_person,2,married_couple,Adult,Limited-Service Restaurants,Car,0.0,2,Car,Limited-Service Restaurants
140,6.443564417639376e+18,[0.1  0.35 0.55],[0.35 0.06 0.55 0.04],2.0,0.0,Ultra High,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
141,4.162792400160358e+17,[0.27 0.35 0.38],[0.1 0.2 0.6 0.1],2.0,1.0,Ultra High,2_person,1,nonfamily_single,Adult,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
142,4.832019561814447e+18,[0.27 0.45 0.28],[0.35 0.08 0.55 0.02],2.0,0.0,Moderate,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
143,2.67126342451353e+18,[0.21 0.24 0.55],[0.22826087 0.16304348 0.51086957 0.09782609],1.0,3.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Drinking Places
144,9.601819951943617e+18,[0.45 0.35 0.2 ],[0.3  0.2  0.45 0.05],0.0,2.0,High,1_person,1,living_alone,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
145,1.4779370458744148e+19,[0.5  0.35 0.15],[0.3  0.08 0.57 0.05],0.0,3.0,Low,1_person,0,living_alone,Senior,Limited-Service Restaurants,Public_transport,0.0,1,Walking,Drinking Places
146,1.6787231540055753e+19,[0.3  0.55 0.15],[0.44 0.15 0.36 0.05],1.0,2.0,Low,1_person,1,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
147,3.2152124385177324e+18,[0.3  0.55 0.15],[0.2  0.05 0.7  0.05],1.0,0.0,Low,2_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Limited-Service Restaurants
148,7.198528737325471e+18,[0.25 0.3  0.45],[0.33 0.12 0.52 0.03],1.0,2.0,High,2_person,2,nonfamily_single,Young Adult,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
149,4.373954470066979e+18,[0.32 0.48 0.2 ],[0.25 0.05 0.65 0.05],2.0,2.0,Moderate,3_person,1,family_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
150,1.7429523622377304e+19,[0.31 0.52 0.17],[0.27 0.09 0.62 0.02],0.0,2.0,Moderate,3_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
151,1.6245814866070426e+19,[0.45 0.35 0.2 ],[0.31 0.12 0.54 0.03],1.0,2.0,Debt,3_person,1,married_couple,Adult,Drinking Places,Public_transport,3.0,1,Public_transport,Full-Service Restaurants
152,1.3812313909209328e+19,[0.2 0.3 0.5],[0.15 0.2  0.55 0.1 ],2.0,1.0,Low,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Nonalcoholic Bars
154,8.224673353663336e+18,[0.16 0.26 0.58],[0.15 0.25 0.55 0.05],2.0,1.0,Ultra High,2_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Car,Nonalcoholic Bars
155,1.0025763821127717e+19,[0.1  0.35 0.55],[0.26 0.08 0.62 0.04],2.0,2.0,Moderate,5_person,2,family_single,Senior,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
157,5.14190210341808e+17,[0.22 0.42 0.36],[0.26 0.58 0.12 0.04],1.0,1.0,Low,2_person,1,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Public_transport,Nonalcoholic Bars
158,1.5065145737652582e+19,[0.4  0.35 0.25],[0.25 0.2  0.15 0.4 ],0.0,3.0,Low,1_person,0,living_alone,Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Drinking Places
159,2.564975616672589e+18,[0.26 0.16 0.58],[0.25 0.15 0.55 0.05],2.0,1.0,Debt,5_person,3_plus,married_couple,Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Nonalcoholic Bars
160,1.4894292490515763e+19,[0.72 0.1  0.18],[0.25 0.05 0.65 0.05],2.0,3.0,Debt,4_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Drinking Places
161,7.937834143401987e+17,[0.15 0.4  0.45],[0.24489796 0.06122449 0.65306122 0.04081633],2.0,0.0,Low,1_person,1,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Car,Limited-Service Restaurants
163,7.926683067108646e+18,[0.23655914 0.31182796 0.4516129 ],[0.15 0.26 0.56 0.03],1.0,2.0,Low,4_person,1,family_single,Senior,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Full-Service Restaurants
164,8.005961556483953e+18,[0.27 0.21 0.52],[0.3  0.1  0.55 0.05],2.0,3.0,High,1_person,1,living_alone,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Drinking Places
165,1.59347687860768e+19,[0.2  0.35 0.45],[0.37 0.07 0.54 0.02],2.0,0.0,Ultra High,1_person,1,living_alone,Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
166,1.353185179834749e+19,[0.35 0.35 0.3 ],[0.27272727 0.16161616 0.52525253 0.04040404],2.0,2.0,Debt,3_person,2,family_single,Senior,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
167,8.845670948752387e+17,[0.52 0.37 0.11],[0.35 0.15 0.45 0.05],0.0,2.0,Debt,3_person,0,nonfamily_single,Young Adult,Drinking Places,Walking,3.0,0,Walking,Full-Service Restaurants
168,7.143113190477823e+17,[0.35 0.45 0.2 ],[0.25 0.1  0.6  0.05],1.0,0.0,Very High,2_person,0,nonfamily_single,Adult,Limited-Service Restaurants,Public_transport,0.0,1,Public_transport,Limited-Service Restaurants
169,3.2980010849829683e+18,[0.45 0.35 0.2 ],[0.1  0.26 0.62 0.02],1.0,2.0,Low,7_plus_person,0,nonfamily_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
170,6.748861442720223e+18,[0.55 0.3  0.15],[0.35 0.05 0.55 0.05],0.0,0.0,Low,2_person,1,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Walking,Limited-Service Restaurants
171,1.45053432015072e+19,[0.15 0.3  0.55],[0.26 0.14 0.55 0.05],2.0,3.0,Very High,1_person,1,living_alone,Senior,Limited-Service Restaurants,Walking,0.0,0,Car,Drinking Places
173,5.160078523488719e+18,[0.45 0.35 0.2 ],[0.26 0.09 0.62 0.03],2.0,2.0,Debt,6_person,1,married_couple,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
175,4.714770184734711e+18,[0.55 0.35 0.1 ],[0.35 0.05 0.55 0.05],2.0,2.0,Debt,2_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Public_transport,0.0,1,Car,Full-Service Restaurants
176,1.4355658665372422e+19,[0.65 0.25 0.1 ],[0.32 0.08 0.56 0.04],2.0,2.0,Debt,4_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Car,Full-Service Restaurants
177,1.053553401400721e+19,[0.2  0.31 0.49],[0.25 0.15 0.55 0.05],0.0,2.0,Moderate,3_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
178,1.6910375169057405e+19,[0.26 0.55 0.19],[0.35 0.05 0.55 0.05],2.0,2.0,Moderate,2_person,2,married_couple,Young Adult,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
179,5.585663694520604e+18,[0.16 0.21 0.63],[0.3  0.1  0.55 0.05],2.0,0.0,Ultra High,3_person,2,married_couple,Middle Age,Limited-Service Restaurants,Car,0.0,2,Car,Limited-Service Restaurants
180,1.0661264559972106e+19,[0.13 0.24 0.63],[0.16 0.25 0.53 0.06],2.0,0.0,Debt,2_person,2,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Car,Limited-Service Restaurants
181,7.673575743378635e+18,[0.2  0.27 0.53],[0.20408163 0.06122449 0.70408163 0.03061224],1.0,1.0,Ultra High,6_person,1,married_couple,Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Nonalcoholic Bars
182,1.0839180546127014e+19,[0.2 0.3 0.5],[0.14 0.21 0.56 0.09],2.0,0.0,High,2_person,2,married_couple,Senior,Limited-Service Restaurants,Car,0.0,2,Car,Limited-Service Restaurants
183,8.364484361509201e+17,[0.2  0.25 0.55],[0.08 0.24 0.64 0.04],2.0,0.0,Ultra High,1_person,1,living_alone,Senior,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
184,7.914732797689665e+17,[0.26 0.12 0.62],[0.26 0.12 0.58 0.04],2.0,2.0,High,3_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Car,Full-Service Restaurants
185,1.7782807149667387e+19,[0.25 0.55 0.2 ],[0.16 0.26 0.52 0.06],1.0,2.0,Very High,1_person,0,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
186,1.3061636890794148e+19,[0.45 0.4  0.15],[0.35 0.15 0.45 0.05],1.0,2.0,Low,3_person,0,family_single,Young Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Full-Service Restaurants
187,7.125816588769094e+18,[0.3 0.5 0.2],[0.26262626 0.08080808 0.62626263 0.03030303],1.0,2.0,Moderate,3_person,0,family_single,Adult,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
188,1.341911747143503e+19,[0.15 0.3  0.55],[0.26 0.15 0.55 0.04],1.0,1.0,High,2_person,2,family_single,Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Nonalcoholic Bars
189,5.157481326617438e+18,[0.2  0.35 0.45],[0.25 0.15 0.42 0.18],1.0,2.0,Moderate,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
190,3.226095272170787e+18,[0.15 0.25 0.6 ],[0.27835052 0.12371134 0.55670103 0.04123711],2.0,0.0,Very High,1_person,1,living_alone,Adult,Nonalcoholic Bars,Car,1.0,2,Car,Limited-Service Restaurants
191,6.549902704176828e+18,[0.65 0.25 0.1 ],[0.17 0.06 0.73 0.04],0.0,2.0,Moderate,6_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Full-Service Restaurants
192,1.3187028747541365e+19,[0.2 0.2 0.6],[0.4  0.05 0.5  0.05],2.0,2.0,Moderate,6_person,2,married_couple,Adult,Full-Service Restaurants,Walking,2.0,0,Car,Full-Service Restaurants
193,4.426286444035104e+18,[0.2 0.3 0.5],[0.3030303  0.1010101  0.55555556 0.04040404],1.0,2.0,Low,1_person,1,living_alone,Senior,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
194,1.7665380994271383e+18,[0.2  0.32 0.48],[0.18 0.2  0.42 0.2 ],2.0,0.0,Ultra High,4_person,2,married_couple,Adult,Drinking Places,Walking,3.0,0,Car,Limited-Service Restaurants
195,1.4202684346681387e+19,[0.25 0.65 0.1 ],[0.75 0.04 0.2  0.01],2.0,2.0,Debt,5_person,2,married_couple,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
196,3.5125908636477824e+18,[0.25 0.43 0.32],[0.34343434 0.13131313 0.51515152 0.01010101],1.0,0.0,Low,5_person,1,married_couple,Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Limited-Service Restaurants
198,9.475830470737754e+18,[0.33 0.12 0.55],[0.21 0.08 0.68 0.03],2.0,2.0,Low,5_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Car,Full-Service Restaurants
199,1.135491447036403e+19,[0.1 0.5 0.4],[0.48 0.09 0.39 0.04],1.0,0.0,Moderate,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
200,1.796743966829469e+19,[0.38 0.45 0.17],[0.29 0.23 0.43 0.05],0.0,0.0,Moderate,4_person,1,nonfamily_single,Young Adult,Nonalcoholic Bars,Public_transport,1.0,1,Walking,Limited-Service Restaurants
201,1.2300148804933286e+19,[0.21 0.15 0.64],[0.25 0.1  0.6  0.05],2.0,2.0,Ultra High,2_person,2,married_couple,Adult,Nonalcoholic Bars,Public_transport,1.0,1,Car,Full-Service Restaurants
202,5.205717178631919e+18,[0.47 0.35 0.18],[0.15 0.09 0.73 0.03],1.0,2.0,Moderate,2_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Full-Service Restaurants
203,6.198540790237243e+18,[0.45 0.35 0.2 ],[0.25 0.1  0.6  0.05],0.0,2.0,Debt,3_person,1,family_single,Elderly,Drinking Places,Car,3.0,2,Walking,Full-Service Restaurants
204,7.622840282158668e+18,[0.15 0.15 0.7 ],[0.3  0.1  0.55 0.05],1.0,2.0,Moderate,2_person,1,family_single,Elderly,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
206,1.033265558046613e+19,[0.3 0.2 0.5],[0.06060606 0.12121212 0.7979798  0.02020202],2.0,2.0,Ultra High,4_person,2,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
209,5.30607872887863e+18,[0.32 0.25 0.43],[0.1875     0.27083333 0.48958333 0.05208333],2.0,2.0,Low,5_person,2,married_couple,Young Adult,Drinking Places,Public_transport,3.0,1,Car,Full-Service Restaurants
210,1.2682284789792768e+19,[0.25 0.3  0.45],[0.18 0.42 0.27 0.13],1.0,0.0,Low,2_person,3_plus,family_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Public_transport,Limited-Service Restaurants
211,1.348259937664248e+19,[0.55 0.4  0.05],[0.19 0.09 0.69 0.03],1.0,2.0,Debt,3_person,0,nonfamily_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Public_transport,Full-Service Restaurants
212,3.750643807980524e+18,[0.3 0.4 0.3],[0.15463918 0.05154639 0.77319588 0.02061856],2.0,1.0,Ultra High,2_person,2,married_couple,Adult,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
214,1.158346158699116e+19,[0.3  0.25 0.45],[0.22 0.3  0.37 0.11],1.0,0.0,Low,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Public_transport,Limited-Service Restaurants
215,7.37606326494099e+18,[0.13 0.52 0.35],[0.25 0.05 0.65 0.05],1.0,0.0,Low,3_person,2,married_couple,Adult,Limited-Service Restaurants,Walking,0.0,0,Public_transport,Limited-Service Restaurants
216,1.3665980112888814e+19,[0.26 0.42 0.32],[0.1  0.42 0.46 0.02],2.0,2.0,Low,4_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
217,3.7189304659345454e+18,[0.21 0.2  0.59],[0.05 0.35 0.55 0.05],0.0,2.0,Low,3_person,3_plus,married_couple,Middle Age,Limited-Service Restaurants,Walking,0.0,0,Walking,Full-Service Restaurants
218,1.7434823053264474e+19,[0.21 0.17 0.62],[0.26 0.11 0.6  0.03],2.0,2.0,Low,2_person,2,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Full-Service Restaurants
219,1.668913937294147e+19,[0.25 0.3  0.45],[0.1  0.15 0.66 0.09],2.0,2.0,High,6_person,3_plus,married_couple,Middle Age,Nonalcoholic Bars,Public_transport,1.0,1,Car,Full-Service Restaurants
220,8.852825502258281e+18,[0.35 0.32 0.33],[0.15 0.26 0.55 0.04],1.0,1.0,Low,4_person,1,married_couple,Elderly,Drinking Places,Walking,3.0,0,Public_transport,Nonalcoholic Bars
221,7.369593124817718e+17,[0.2  0.35 0.45],[0.28 0.15 0.55 0.02],2.0,0.0,Moderate,4_person,1,married_couple,Middle Age,Full-Service Restaurants,Walking,2.0,0,Car,Limited-Service Restaurants
222,7.057424693016211e+18,[0.05 0.4  0.55],[0.31313131 0.15151515 0.45454545 0.08080808],1.0,0.0,Low,4_person,3_plus,married_couple,Elderly,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Limited-Service Restaurants
223,1.774091434520146e+19,[0.3 0.5 0.2],[0.14563107 0.27184466 0.53398058 0.04854369],0.0,2.0,Moderate,1_person,0,living_alone,Elderly,Nonalcoholic Bars,Walking,1.0,0,Walking,Full-Service Restaurants
224,1.3856019269257232e+19,[0.73 0.15 0.12],[0.28 0.14 0.55 0.03],1.0,2.0,Debt,6_person,1,married_couple,Elderly,Drinking Places,Car,3.0,2,Public_transport,Full-Service Restaurants
225,1.3424238389544174e+19,[0.25 0.1  0.65],[0.14 0.37 0.46 0.03],2.0,1.0,Low,2_person,1,family_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Nonalcoholic Bars
226,1.4888200929068182e+19,[0.52 0.44 0.04],[0.26 0.08 0.62 0.04],1.0,2.0,Low,3_person,0,family_single,Young Adult,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
227,2.5748451136069934e+18,[0.45 0.35 0.2 ],[0.17 0.07 0.72 0.04],0.0,2.0,Low,3_person,1,family_single,Young Adult,Limited-Service Restaurants,Car,0.0,2,Walking,Full-Service Restaurants
228,1.6846716946146816e+19,[0.32 0.44 0.24],[0.59 0.16 0.14 0.11],2.0,1.0,Debt,4_person,2,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Car,Nonalcoholic Bars
229,1.4810045829197558e+19,[0.55 0.2  0.25],[0.35 0.05 0.55 0.05],0.0,2.0,Debt,1_person,0,living_alone,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
230,8.869774573160285e+18,[0.17 0.52 0.31],[0.3  0.1  0.55 0.05],2.0,0.0,Debt,4_person,2,married_couple,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
231,8.489533099239065e+18,[0.2  0.35 0.45],[0.21 0.05 0.73 0.01],0.0,0.0,Very High,4_person,1,married_couple,Senior,Full-Service Restaurants,Public_transport,2.0,1,Walking,Limited-Service Restaurants
232,9.093706402709124e+18,[0.18 0.3  0.52],[0.31 0.15 0.47 0.07],2.0,0.0,Very High,2_person,2,married_couple,Adult,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
234,1.538468127637696e+19,[0.2  0.35 0.45],[0.3  0.1  0.55 0.05],2.0,0.0,Moderate,3_person,2,family_single,Middle Age,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
235,1.3897396748104389e+19,[0.2  0.55 0.25],[0.25 0.1  0.6  0.05],1.0,2.0,Low,1_person,0,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
236,1.3430480577689766e+19,[0.33 0.42 0.25],[0.25 0.05 0.65 0.05],1.0,2.0,Very High,2_person,0,family_single,Middle Age,Nonalcoholic Bars,Public_transport,1.0,1,Public_transport,Full-Service Restaurants
237,1.5920614207076098e+19,[0.55 0.19 0.26],[0.26262626 0.13131313 0.56565657 0.04040404],0.0,2.0,High,4_person,2,married_couple,Senior,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
238,8.144385084048352e+16,[0.08 0.07 0.85],[0.13829787 0.25531915 0.54255319 0.06382979],2.0,2.0,High,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Walking,1.0,0,Car,Full-Service Restaurants
239,1.7988612970851488e+19,[0.21 0.17 0.62],[0.2  0.35 0.3  0.15],0.0,2.0,High,2_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Car,2.0,2,Walking,Full-Service Restaurants
240,7.582728293643774e+16,[0.26 0.26 0.48],[0.1 0.2 0.6 0.1],2.0,0.0,Low,5_person,2,family_single,Young Adult,Nonalcoholic Bars,Walking,1.0,0,Car,Limited-Service Restaurants
241,1.2912209976519118e+16,[0.2  0.15 0.65],[0.08 0.26 0.62 0.04],0.0,1.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Walking,Nonalcoholic Bars
242,2.751481353789279e+18,[0.4  0.25 0.35],[0.24242424 0.06060606 0.67676768 0.02020202],1.0,2.0,Low,2_person,1,married_couple,Elderly,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
243,3.635632372018154e+17,[0.2  0.25 0.55],[0.2 0.1 0.6 0.1],1.0,2.0,Ultra High,1_person,1,living_alone,Elderly,Full-Service Restaurants,Car,2.0,2,Public_transport,Full-Service Restaurants
244,1.5608982236122866e+19,[0.3  0.55 0.15],[0.09677419 0.67741935 0.22580645 0.        ],2.0,1.0,Low,7_plus_person,0,nonfamily_single,Elderly,Full-Service Restaurants,Walking,2.0,0,Car,Nonalcoholic Bars
245,2.5338295416240343e+18,[0.2  0.35 0.45],[0.2815534  0.14563107 0.52427184 0.04854369],0.0,0.0,Ultra High,1_person,1,living_alone,Adult,Limited-Service Restaurants,Walking,0.0,0,Walking,Limited-Service Restaurants
247,2.407360225987105e+18,[0.2 0.1 0.7],[0.25 0.1  0.6  0.05],2.0,0.0,Debt,2_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Car,Limited-Service Restaurants
248,8.408154726327623e+18,[0.1  0.25 0.65],[0.25 0.1  0.55 0.1 ],2.0,1.0,Ultra High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Car,2.0,2,Car,Nonalcoholic Bars
249,2.8601886928863565e+18,[0.19 0.38 0.43],[0.32291667 0.15625    0.4375     0.08333333],2.0,0.0,Ultra High,2_person,2,married_couple,Adult,Nonalcoholic Bars,Car,1.0,2,Car,Limited-Service Restaurants
250,6.079851789664115e+18,[0.2  0.25 0.55],[0.15 0.33 0.45 0.07],0.0,2.0,High,2_person,1,married_couple,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
251,6.84078300218874e+18,[0.3  0.25 0.45],[0.20512821 0.05128205 0.71794872 0.02564103],0.0,0.0,High,1_person,0,living_alone,Adult,Limited-Service Restaurants,Car,0.0,2,Walking,Limited-Service Restaurants
252,6.543265677152702e+18,[0.12 0.26 0.62],[0.08 0.52 0.35 0.05],1.0,1.0,Moderate,2_person,1,married_couple,Elderly,Limited-Service Restaurants,Car,0.0,2,Public_transport,Nonalcoholic Bars
254,6.493759994371164e+18,[0.23 0.23 0.54],[0.3  0.05 0.6  0.05],2.0,3.0,High,3_person,2,married_couple,Senior,Limited-Service Restaurants,Walking,0.0,0,Car,Drinking Places
255,7.405047717418113e+18,[0.45 0.4  0.15],[0.28 0.16 0.44 0.12],0.0,2.0,High,3_person,0,nonfamily_single,Young Adult,Limited-Service Restaurants,Car,0.0,2,Walking,Full-Service Restaurants
257,1.013071527648993e+19,[0.25 0.25 0.5 ],[0.15 0.2  0.55 0.1 ],1.0,2.0,Low,4_person,1,family_single,Elderly,Full-Service Restaurants,Public_transport,2.0,1,Public_transport,Full-Service Restaurants
258,1.039843412546037e+19,[0.16 0.36 0.48],[0.26 0.16 0.53 0.05],1.0,2.0,Low,1_person,2,living_alone,Elderly,Limited-Service Restaurants,Car,0.0,2,Public_transport,Full-Service Restaurants
260,1.394975120368105e+19,[0.55 0.3  0.15],[0.29 0.12 0.55 0.04],0.0,2.0,Low,1_person,1,living_alone,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
261,1.5623378690786818e+19,[0.55 0.35 0.1 ],[0.4  0.05 0.5  0.05],1.0,2.0,Low,3_person,1,married_couple,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
262,6.872559369107271e+18,[0.45 0.35 0.2 ],[0.55 0.05 0.35 0.05],2.0,0.0,Low,3_person,1,married_couple,Middle Age,Full-Service Restaurants,Car,2.0,2,Car,Limited-Service Restaurants
263,4.448929688145608e+18,[0.25 0.25 0.5 ],[0.21 0.12 0.62 0.05],2.0,2.0,Low,2_person,0,family_single,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
264,3.703555463066902e+18,[0.1  0.35 0.55],[0.3  0.1  0.55 0.05],2.0,2.0,Moderate,5_person,1,married_couple,Senior,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
265,1.0589763906421647e+19,[0.25 0.6  0.15],[0.06122449 0.20408163 0.71428571 0.02040816],1.0,2.0,Ultra High,1_person,0,living_alone,Elderly,Full-Service Restaurants,Walking,2.0,0,Public_transport,Full-Service Restaurants
266,2.662491730926654e+18,[0.17 0.22 0.61],[0.1  0.25 0.55 0.1 ],1.0,2.0,Ultra High,2_person,1,nonfamily_single,Adult,Nonalcoholic Bars,Car,1.0,2,Public_transport,Full-Service Restaurants
267,1.414015692346721e+19,[0.15 0.22 0.63],[0.05263158 0.26315789 0.57894737 0.10526316],2.0,2.0,Moderate,1_person,1,living_alone,Elderly,Nonalcoholic Bars,Car,1.0,2,Car,Full-Service Restaurants
268,8.716573544711501e+18,[0.52 0.36 0.12],[0.33 0.15 0.45 0.07],0.0,2.0,Moderate,4_person,1,nonfamily_single,Young Adult,Full-Service Restaurants,Public_transport,2.0,1,Walking,Full-Service Restaurants
269,6.617591390814714e+18,[0.26 0.22 0.52],[0.3  0.1  0.55 0.05],0.0,2.0,Low,5_person,2,married_couple,Young Adult,Full-Service Restaurants,Walking,2.0,0,Walking,Full-Service Restaurants
