,activity_id,origin_bgrp_2020,origin_trct_2020,origin_cty_2020,origin_st_2020,destination_bgrp_2020,destination_trct_2020,destination_cty_2020,destination_st_2020,primary_mode,trip_purpose,previous_trip_purpose,trip_start_time,trip_end_time,trip_duration_minutes,trip_distance_miles,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,trip_taker_person_id,trip_taker_household_id,trip_taker_age,trip_taker_sex,trip_taker_race_ethnicity,trip_taker_employment_status,trip_taker_wfh,trip_taker_individual_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,trip_taker_home_trct_2020,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,trip_taker_work_trct_2020,trip_taker_work_cty_2020,trip_taker_work_st_2020
1962168,15500888660809373794,"3 (Tract 208.01, San Francisco, CA)","208.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 153, San Francisco, CA)","153 (San Francisco, CA)","San Francisco County, CA",California,on_demand_auto,shop,eat,13:45:00,13:58:40,13,3.1,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,retail,retail,2271589565989284069,12118711766708141602,46,male,white_not_hispanic_or_latino,employed,remote,323116,worked_from_home,2,390866,one,core,naics54,multiple_units,not_attending_school,advanced_degree,renter,english,"2 (Tract 131.02, San Francisco, CA)","131.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 131.02, San Francisco, CA)","131.02 (San Francisco, CA)","San Francisco County, CA",California
1171516,4730312124969814295,"1 (Tract 230.03, San Francisco, CA)","230.03 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 9806, San Francisco, CA)","9806 (San Francisco, CA)","San Francisco County, CA",California,walking,home,eat,19:40:00,20:11:38,31,1.6,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,14345200530139707852,4350970292502295998,20,female,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,4,47374,two,core,not_working,single_family,undergraduate,high_school,owner,asian_pacific,"1 (Tract 9806, San Francisco, CA)","9806 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 231.02, San Francisco, CA)","231.02 (San Francisco, CA)","San Francisco County, CA",California
109366,7212439581344645037,"2 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 229.03, San Francisco, CA)","229.03 (San Francisco, CA)","San Francisco County, CA",California,private_auto,eat,home,15:10:00,15:18:35,8,2.0,unknown_vehicle_type,other_non_bev,,,,healthcare,healthcare,retail,retail,11296086573575210240,13447943889372662585,54,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,not_attending_school,high_school,GQ,GQ_language,"2 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1824639,15965409455352883560,"2 (Tract 208.01, San Francisco, CA)","208.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 124.04, San Francisco, CA)","124.04 (San Francisco, CA)","San Francisco County, CA",California,public_transit,work,home,07:27:00,07:46:31,19,2.0,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,MISSION RAPID,multi_family,multi_family,mixed_use,office,16515161899950972621,2593626855726188946,50,male,hispanic_or_latino_origin,employed,in_person,57327,public_transit,3,208462,three_plus,core,naics621111,multiple_units,not_attending_school,high_school,renter,asian_pacific,"2 (Tract 208.01, San Francisco, CA)","208.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 124.04, San Francisco, CA)","124.04 (San Francisco, CA)","San Francisco County, CA",California
1817951,11078880755760174512,"2 (Tract 452.02, San Francisco, CA)","452.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 451, San Francisco, CA)","451 (San Francisco, CA)","San Francisco County, CA",California,walking,home,shop,16:41:52,16:45:39,3,0.2,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,16544710700154538392,2010352176380251881,38,male,asian_not_hispanic_or_latino,employed,employed_not_working,118437,private_auto,4,189499,two,core,naics92,several_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 451, San Francisco, CA)","451 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 451, San Francisco, CA)","451 (San Francisco, CA)","San Francisco County, CA",California
1406655,12526016524322699772,"1 (Tract 607.02, San Francisco, CA)","607.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 208.02, San Francisco, CA)","208.02 (San Francisco, CA)","San Francisco County, CA",California,public_transit,home,shop,13:11:00,13:27:50,16,1.3,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,FILLMORE,mixed_use,retail,single_family,single_family,1737361291060365058,11661444560106541843,31,female,white_not_hispanic_or_latino,employed,remote,5973,worked_from_home,9,75669,one,core,naics62,single_family,not_attending_school,some_college,renter,english,"2 (Tract 208.02, San Francisco, CA)","208.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California
189676,3652735576276343242,"1 (Tract 9809, San Francisco, CA)","9809 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 119.01, San Francisco, CA)","119.01 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,eat,05:51:00,06:01:30,10,3.7,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,6135206785358790771,11626031717633769403,62,female,white_not_hispanic_or_latino,employed,in_person,25605,other_travel_mode,2,365149,one,core,naics53,multiple_units,not_attending_school,advanced_degree,renter,english,"2 (Tract 119.01, San Francisco, CA)","119.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California
971319,13039542236156381958,"1 (Tract 302.02, San Francisco, CA)","302.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 327, San Francisco, CA)","327 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,shop,17:23:00,17:27:48,4,1.6,unknown_vehicle_type,other_non_bev,,,,retail,retail,multi_family,multi_family,8316605879093518596,10093340700402218729,37,female,two_races_not_hispanic_or_latino,employed,in_person,112515,private_auto,2,248717,one,core,naics92,several_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 327, San Francisco, CA)","327 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 302.02, San Francisco, CA)","302.02 (San Francisco, CA)","San Francisco County, CA",California
1571921,13751254750930267851,"1 (Tract 9809, San Francisco, CA)","9809 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 351.02, San Francisco, CA)","351.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,work,15:54:00,16:18:23,24,7.7,unknown_vehicle_type,other_non_bev,,,,education,education,single_family,single_family,11346150617125113765,4056580112907128307,30,female,hispanic_or_latino_origin,employed,in_person,87643,private_auto,2,288986,two,core,naics611310,single_family,not_attending_school,advanced_degree,renter,asian_pacific,"3 (Tract 351.02, San Francisco, CA)","351.02 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 9809, San Francisco, CA)","9809 (San Francisco, CA)","San Francisco County, CA",California
997513,11622266567447499025,"3 (Tract 217, San Francisco, CA)","217 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 218, San Francisco, CA)","218 (San Francisco, CA)","San Francisco County, CA",California,walking,eat,home,13:55:00,14:11:57,16,0.9,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,retail,retail,18379503213930645215,7478239275316551170,30,female,asian_not_hispanic_or_latino,employed,remote,127161,worked_from_home,1,127161,one,core,naics54,single_family,not_attending_school,bachelors_degree,renter,english,"3 (Tract 217, San Francisco, CA)","217 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 217, San Francisco, CA)","217 (San Francisco, CA)","San Francisco County, CA",California
1606703,7353013588321560618,"1 (Tract 122.02, San Francisco, CA)","122.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 176.02, San Francisco, CA)","176.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,eat,14:33:00,14:39:35,6,1.4,unknown_vehicle_type,other_non_bev,,,,retail,retail,mixed_use,multi_family,7003321989500518840,9982924258200653799,42,male,hispanic_or_latino_origin,employed,remote,91208,worked_from_home,1,91208,one,core,naics92,multiple_units,not_attending_school,bachelors_degree,owner,spanish,"2 (Tract 176.02, San Francisco, CA)","176.02 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 176.03, San Francisco, CA)","176.03 (San Francisco, CA)","San Francisco County, CA",California
951497,17221942806767803338,"1 (Tract 216, San Francisco, CA)","216 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 153, San Francisco, CA)","153 (San Francisco, CA)","San Francisco County, CA",California,private_auto,eat,home,18:53:00,19:08:41,15,3.3,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,retail,retail,2507116765342671472,8145388670618170851,26,male,white_not_hispanic_or_latino,employed,remote,171016,worked_from_home,2,376919,two,core,naics54,multiple_units,not_attending_school,bachelors_degree,renter,spanish,"1 (Tract 216, San Francisco, CA)","216 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 216, San Francisco, CA)","216 (San Francisco, CA)","San Francisco County, CA",California
1071228,7694811892247182927,"3 (Tract 302.01, San Francisco, CA)","302.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 303.01, San Francisco, CA)","303.01 (San Francisco, CA)","San Francisco County, CA",California,walking,school,home,07:33:52,07:37:59,4,0.2,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,education,education,13820815395186194599,15448173341680326014,15,female,white_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,4,312693,two,core,not_working,several_units,school,k_12,owner,english,"3 (Tract 302.01, San Francisco, CA)","302.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 303.01, San Francisco, CA)","303.01 (San Francisco, CA)","San Francisco County, CA",California
2077900,10583701292200164945,"2 (Tract 351.02, San Francisco, CA)","351.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 351.02, San Francisco, CA)","351.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,shop,17:01:00,17:02:35,1,0.3,unknown_vehicle_type,other_non_bev,,,,retail,retail,single_family,single_family,8461521193927688368,12225459328228452850,65,female,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,8,487905,three_plus,core,not_working,single_family,not_attending_school,some_college,owner,asian_pacific,"2 (Tract 351.02, San Francisco, CA)","351.02 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
586555,15388019584323036035,"3 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 178.03, San Francisco, CA)","178.03 (San Francisco, CA)","San Francisco County, CA",California,public_transit,home,shop,17:51:12,18:24:16,33,2.8,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,BAYVIEW HUNTERS POINT EXPRESS,retail,retail,multi_family,multi_family,7606291462702258137,2067928614735272912,33,male,asian_not_hispanic_or_latino,employed,in_person,60521,public_transit,1,60521,zero,core,naics92,multiple_units,not_attending_school,advanced_degree,owner,english,"1 (Tract 178.03, San Francisco, CA)","178.03 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California
1187664,14446097557940119853,"1 (Tract 263.03, San Francisco, CA)","263.03 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 326.01, San Francisco, CA)","326.01 (San Francisco, CA)","San Francisco County, CA",California,public_transit,work,home,11:21:00,12:17:43,56,6.3,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,MASONIC,single_family,single_family,office,office,4512445750229134396,14996015734698493534,57,male,asian_not_hispanic_or_latino,employed,in_person,94749,public_transit,1,94749,two,core,naics48_49,single_family,not_attending_school,bachelors_degree,owner,asian_pacific,"1 (Tract 263.03, San Francisco, CA)","263.03 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 326.01, San Francisco, CA)","326.01 (San Francisco, CA)","San Francisco County, CA",California
1870910,11443269243529323888,"3 (Tract 607.03, San Francisco, CA)","607.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 131.02, San Francisco, CA)","131.02 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,shop,17:55:00,18:06:29,11,3.0,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,2765980359802451167,11670952480566923164,26,female,asian_not_hispanic_or_latino,employed,in_person,62538,auto_passenger,1,62538,zero,core,naics44_45,multiple_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 131.02, San Francisco, CA)","131.02 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 176.02, San Francisco, CA)","176.02 (San Francisco, CA)","San Francisco County, CA",California
1158171,8231998902009788339,"3 (Tract 615.01, San Francisco, CA)","615.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 201.02, San Francisco, CA)","201.02 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,school,15:20:00,16:04:14,44,2.3,unknown_vehicle_type,unknown_fuel_type,,,,education,education,retail,retail,11388878679980077521,6546976073691400163,27,male,white_not_hispanic_or_latino,employed,employed_not_working,50392,walking,3,145477,zero,core,naics56,multiple_units,not_attending_school,some_college,owner,english,"1 (Tract 119.01, San Francisco, CA)","119.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California
1328368,6051804596499586891,"2 (Tract 264.01, San Francisco, CA)","264.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 123.01, San Francisco, CA)","123.01 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,work,home,08:07:00,08:49:12,42,5.9,,unknown_fuel_type,,,,single_family,single_family,mixed_use,retail,11713457045724683293,14699434342138847152,30,female,black_not_hispanic_or_latino,employed,in_person,44538,public_transit,4,57065,zero,core,naics44_45,single_family,not_attending_school,high_school,renter,english,"2 (Tract 264.01, San Francisco, CA)","264.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 123.01, San Francisco, CA)","123.01 (San Francisco, CA)","San Francisco County, CA",California
1351746,9578596818263651814,"3 (Tract 610, San Francisco, CA)","610 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 234, San Francisco, CA)","234 (San Francisco, CA)","San Francisco County, CA",California,walking,home,eat,19:08:00,19:27:54,19,1.0,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,7578199408176258803,15653553030437584115,46,male,hispanic_or_latino_origin,unemployed,unemployed_under_16_not_in_labor_force,0,other_travel_mode,7,155856,three_plus,core,naics61,single_family,not_attending_school,some_college,owner,spanish,"1 (Tract 234, San Francisco, CA)","234 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
1661601,12455956211703405321,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 477.01, San Francisco, CA)","477.01 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,school,20:26:54,20:32:15,5,2.0,unknown_vehicle_type,unknown_fuel_type,,,,education,education,multi_family,multi_family,10636883575726135597,4759656282300303170,19,female,hispanic_or_latino_origin,employed,employed_not_working,2368,auto_passenger,6,64192,one,core,naics54,several_units,undergraduate,some_college,renter,spanish,"2 (Tract 477.01, San Francisco, CA)","477.01 (San Francisco, CA)","San Francisco County, CA",California,"4 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California
1712022,7052061114757216586,"2 (Tract 259, San Francisco, CA)","259 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 262.02, San Francisco, CA)","262.02 (San Francisco, CA)","San Francisco County, CA",California,private_auto,work,home,12:51:00,13:00:29,9,3.4,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,retail,retail,6367860707707320597,9072953983633476355,40,male,hispanic_or_latino_origin,employed,in_person,15186,private_auto,4,182998,three_plus,core,naics92,single_family,not_attending_school,bachelors_degree,owner,spanish,"2 (Tract 259, San Francisco, CA)","259 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 262.02, San Francisco, CA)","262.02 (San Francisco, CA)","San Francisco County, CA",California
660882,14504916168165449278,"2 (Tract 102.02, San Francisco, CA)","102.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 228.01, San Francisco, CA)","228.01 (San Francisco, CA)","San Francisco County, CA",California,public_transit,work,home,07:07:00,07:42:42,35,4.0,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,VAN NESS-MISSION,mixed_use,multi_family,mixed_use,retail,10136220630239263822,11327333385387077730,59,female,white_not_hispanic_or_latino,employed,in_person,264681,public_transit,2,269204,one,core,naics54,multiple_units,not_attending_school,bachelors_degree,renter,english,"2 (Tract 102.02, San Francisco, CA)","102.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 228.01, San Francisco, CA)","228.01 (San Francisco, CA)","San Francisco County, CA",California
196563,2616054701643623889,"2 (Tract 611.01, San Francisco, CA)","611.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 327, San Francisco, CA)","327 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,work,15:25:00,15:47:31,22,8.4,unknown_vehicle_type,other_non_bev,,,,mixed_use,industrial,multi_family,multi_family,13687149728643787319,8021401253637688873,33,male,asian_not_hispanic_or_latino,employed,in_person,202976,private_auto,4,365357,two,core,naics31_33,multiple_units,not_attending_school,advanced_degree,owner,english,"3 (Tract 327, San Francisco, CA)","327 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 611.01, San Francisco, CA)","611.01 (San Francisco, CA)","San Francisco County, CA",California
1230610,17822625209274165508,"1 (Tract 615.01, San Francisco, CA)","615.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 204.01, San Francisco, CA)","204.01 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,shop,17:51:00,18:09:09,18,4.6,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,6224252351465225937,1964203990210875006,66,male,white_not_hispanic_or_latino,employed,remote,52773,worked_from_home,2,52773,one,core,naics445110,several_units,not_attending_school,bachelors_degree,renter,english,"3 (Tract 204.01, San Francisco, CA)","204.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 204.01, San Francisco, CA)","204.01 (San Francisco, CA)","San Francisco County, CA",California
2060460,125587353485027659,"3 (Tract 176.02, San Francisco, CA)","176.02 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 253, San Francisco, CA)","253 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,home,shop,19:40:00,19:49:46,9,4.1,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,18147734364928723059,12177241740194311972,34,female,white_not_hispanic_or_latino,employed,in_person,55673,biking,4,321282,one,core,naics62,single_family,not_attending_school,advanced_degree,renter,spanish,"3 (Tract 253, San Francisco, CA)","253 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 177, San Francisco, CA)","177 (San Francisco, CA)","San Francisco County, CA",California
23098,1563453973514358457,"2 (Tract 312.01, San Francisco, CA)","312.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 332.01, San Francisco, CA)","332.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,other_activity_type,home,05:38:00,05:45:19,7,1.6,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,education,education,9626591665536631007,2090200093618173601,45,male,asian_not_hispanic_or_latino,employed,in_person,36480,public_transit,6,110484,two,core,naics2382,single_family,not_attending_school,k_12,owner,asian_pacific,"2 (Tract 312.01, San Francisco, CA)","312.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 176.02, San Francisco, CA)","176.02 (San Francisco, CA)","San Francisco County, CA",California
457841,2890773510438719569,"3 (Tract 607.03, San Francisco, CA)","607.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,home,09:09:00,09:23:58,14,0.8,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,retail,retail,11346890952037676164,12547468353762410851,34,male,white_not_hispanic_or_latino,employed,remote,214667,worked_from_home,3,457463,one,core,naics54192,multiple_units,not_attending_school,some_college,owner,english,"3 (Tract 607.03, San Francisco, CA)","607.03 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 607.01, San Francisco, CA)","607.01 (San Francisco, CA)","San Francisco County, CA",California
95606,15979025523056125563,"3 (Tract 229.01, San Francisco, CA)","229.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 330.02, San Francisco, CA)","330.02 (San Francisco, CA)","San Francisco County, CA",California,auto_passenger,other_activity_type,home,21:20:12,21:35:50,15,5.5,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,education,education,7839739296481907115,8790235271707284715,31,male,white_not_hispanic_or_latino,employed,in_person,112515,public_transit,2,188314,one,core,naics54,multiple_units,not_attending_school,advanced_degree,renter,english,"3 (Tract 229.01, San Francisco, CA)","229.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 117, San Francisco, CA)","117 (San Francisco, CA)","San Francisco County, CA",California
1459294,17150959470177324477,"2 (Tract 479.03, San Francisco, CA)","479.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 604, San Francisco, CA)","604 (San Francisco, CA)","San Francisco County, CA",California,biking,school,home,07:53:34,08:28:17,34,6.3,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,education,education,14996755083890840623,8802145802635636794,3,male,two_races_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,8,289223,three_plus,core,not_working,single_family,kindergarten,no_school,owner,english,"2 (Tract 479.03, San Francisco, CA)","479.03 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 604, San Francisco, CA)","604 (San Francisco, CA)","San Francisco County, CA",California
1203387,4988150176586271915,"1 (Tract 157.02, San Francisco, CA)","157.02 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,home,other_activity_type,11:02:00,11:05:38,3,0.8,unknown_vehicle_type,other_non_bev,,,,education,education,education,education,8283172263510094675,13818571151582681628,23,male,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,undergraduate,high_school,GQ,GQ_language,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
2032008,4958707481234470271,"2 (Tract 154.01, San Francisco, CA)","154.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 451, San Francisco, CA)","451 (San Francisco, CA)","San Francisco County, CA",California,walking,eat,home,12:03:00,12:10:31,7,0.4,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,5035037166187862081,10515440749362665921,45,female,white_not_hispanic_or_latino,employed,remote,166989,worked_from_home,2,278315,one,core,naics54,several_units,not_attending_school,advanced_degree,renter,indo_european,"2 (Tract 154.01, San Francisco, CA)","154.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 154.02, San Francisco, CA)","154.02 (San Francisco, CA)","San Francisco County, CA",California
2051813,10432499922124551047,"1 (Tract 154.01, San Francisco, CA)","154.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 120.01, San Francisco, CA)","120.01 (San Francisco, CA)","San Francisco County, CA",California,public_transit,eat,home,19:05:00,19:25:42,20,2.2,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,GEARY,single_family,single_family,retail,retail,7046780979018310667,9874181024603421769,24,male,white_not_hispanic_or_latino,employed,in_person,37899,public_transit,5,299645,three_plus,core,naics44_45,single_family,not_attending_school,advanced_degree,renter,indo_european,"1 (Tract 154.01, San Francisco, CA)","154.01 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 615.01, San Francisco, CA)","615.01 (San Francisco, CA)","San Francisco County, CA",California
1815991,16755908498582116603,"2 (Tract 157.01, San Francisco, CA)","157.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 104.01, San Francisco, CA)","104.01 (San Francisco, CA)","San Francisco County, CA",California,private_auto,eat,school,16:51:00,17:05:11,14,3.9,unknown_vehicle_type,other_non_bev,,,,education,education,retail,retail,13339851832599361650,3010405149839390752,29,male,white_not_hispanic_or_latino,employed,employed_not_working,46394,private_auto,2,95109,two,core,naics61,single_family,not_attending_school,bachelors_degree,owner,spanish,"1 (Tract 427, San Francisco, CA)","427 (San Francisco, CA)","San Francisco County, CA",California,"2 (Tract 6051, San Mateo, CA)","6051 (San Mateo, CA)","San Mateo County, CA",California
482179,5963079448235226318,"2 (Tract 158.01, San Francisco, CA)","158.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 105, San Francisco, CA)","105 (San Francisco, CA)","San Francisco County, CA",California,public_transit,work,home,09:48:00,10:20:59,32,3.0,unknown_vehicle_type,unknown_fuel_type,bus,San Francisco Municipal Transportation Agency,GEARY RAPID,multi_family,multi_family,office,office,3270235986500996015,8038930645262227917,66,female,white_not_hispanic_or_latino,employed,in_person,64414,public_transit,5,120699,three_plus,core,naics2383,several_units,not_attending_school,some_college,renter,english,"2 (Tract 158.01, San Francisco, CA)","158.01 (San Francisco, CA)","San Francisco County, CA",California,"1 (Tract 105, San Francisco, CA)","105 (San Francisco, CA)","San Francisco County, CA",California
253436,2119273508359119222,"2 (Tract 178.01, San Francisco, CA)","178.01 (San Francisco, CA)","San Francisco County, CA",California,"3 (Tract 124.05, San Francisco, CA)","124.05 (San Francisco, CA)","San Francisco County, CA",California,walking,shop,home,18:41:00,19:05:35,24,1.3,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,16373101200838557082,16164128879843599713,69,female,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,24990,other_travel_mode,2,36715,zero,core,not_working,multiple_units,not_attending_school,k_12,renter,asian_pacific,"2 (Tract 178.01, San Francisco, CA)","178.01 (San Francisco, CA)","San Francisco County, CA",California,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
