,activity_id,origin_bgrp_2020,origin_trct_2020,origin_cty_2020,origin_st_2020,destination_bgrp_2020,destination_trct_2020,destination_cty_2020,destination_st_2020,primary_mode,trip_purpose,previous_trip_purpose,trip_start_time,trip_end_time,trip_duration_minutes,trip_distance_miles,vehicle_type,vehicle_fuel_type,transit_submode,transit_agency,transit_route,origin_land_use,origin_building_use,destination_land_use,destination_building_use,trip_taker_person_id,trip_taker_household_id,trip_taker_age,trip_taker_sex,trip_taker_race_ethnicity,trip_taker_employment_status,trip_taker_wfh,trip_taker_individual_income,trip_taker_commute_mode,trip_taker_household_size,trip_taker_household_income,trip_taker_available_vehicles,trip_taker_resident_type,trip_taker_industry,trip_taker_building_type,trip_taker_school_grade_attending,trip_taker_education,trip_taker_tenure,trip_taker_language,trip_taker_home_bgrp_2020,trip_taker_home_trct_2020,trip_taker_home_cty_2020,trip_taker_home_st_2020,trip_taker_work_bgrp_2020,trip_taker_work_trct_2020,trip_taker_work_cty_2020,trip_taker_work_st_2020
38115,11805399384445573489,"2 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,work,eat,12:54:00,13:19:21,25,1.3,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,education,education,8950467732870793706,7332838016684099745,21,male,white_not_hispanic_or_latino,employed,in_person,33162,walking,4,330794,three_plus,core,naics62,single_family,undergraduate,some_college,owner,english,"2 (Tract 3544, Middlesex, MA)","3544 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts
129837,778401903223549119,"2 (Tract 3543, Middlesex, MA)","3543 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,home,shop,19:24:00,19:28:35,4,1.5,unknown_vehicle_type,electric,,,,office,office,single_family,single_family,7653397959423305932,8208876003061310750,46,male,white_not_hispanic_or_latino,employed,remote,211519,worked_from_home,4,403000,two,core,naics61,single_family,not_attending_school,some_college,owner,english,"2 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts
45163,10319378041782568622,"1 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,other_activity_type,home,18:56:00,19:37:11,41,2.1,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,mixed_use,industrial,13334911999634375499,962476987772195088,23,female,white_not_hispanic_or_latino,employed,employed_not_working,30793,walking,1,30793,zero,core,naics54,multiple_units,not_attending_school,advanced_degree,renter,english,"1 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3524, Middlesex, MA)","3524 (Middlesex, MA)","Middlesex County, MA",Massachusetts
19707,3874090473601603571,"4 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,eat,11:40:00,11:49:00,9,0.5,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,civic_institutional,civic_institutional,6781932863135796097,1460131791904420070,18,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,undergraduate,some_college,GQ,GQ_language,"1 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
143083,17110579430524545300,"3 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,social,12:13:00,12:28:45,15,0.8,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,multi_family,multi_family,3031321210852172641,15241634744182933220,55,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,2,213186,one,core,not_working,several_units,not_attending_school,bachelors_degree,renter,english,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
128859,17958026148047291093,"1 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,work,home,09:37:00,09:38:21,1,0.4,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,non_retail_attraction,non_retail_attraction,17100142450453712890,10193575687183209535,46,male,white_not_hispanic_or_latino,employed,in_person,130288,private_auto,1,130288,one,core,naics54,several_units,not_attending_school,advanced_degree,owner,english,"1 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts
61585,8789405747148671406,"2 (Tract 3521.01, Middlesex, MA)","3521.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3521.02, Middlesex, MA)","3521.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,shop,home,15:08:00,15:18:11,10,0.5,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,multi_family,mixed_use,retail,8648454422160023974,17084381564098204579,26,male,black_not_hispanic_or_latino,employed,remote,50164,worked_from_home,1,50164,one,core,not_working,multiple_units,not_attending_school,some_college,renter,english,"2 (Tract 3521.01, Middlesex, MA)","3521.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3521.01, Middlesex, MA)","3521.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts
23142,709147374232608964,"3 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,recreation,13:04:00,13:17:00,13,0.7,unknown_vehicle_type,unknown_fuel_type,,,,non_retail_attraction,non_retail_attraction,education,education,7070183423559303652,9401407841059820866,19,male,two_races_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,undergraduate,some_college,GQ,GQ_language,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
150420,17845326629603141582,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3546.01, Middlesex, MA)","3546.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,auto_passenger,shop,home,16:51:49,17:03:22,11,3.1,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,office,office,7477687230129143461,12903775400951489249,61,male,white_not_hispanic_or_latino,employed,in_person,67266,private_auto,2,135672,one,core,naics31_33,single_family,not_attending_school,high_school,owner,english,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3324.02, Middlesex, MA)","3324.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts
92015,17521848462109202504,"2 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,public_transit,home,recreation,15:32:00,15:44:23,12,0.8,unknown_vehicle_type,unknown_fuel_type,bus,MBTA,Harvard Square - Nubian Station,non_retail_attraction,non_retail_attraction,single_family,single_family,8175277377510509432,1354015777835466990,31,male,black_not_hispanic_or_latino,employed,in_person,8778,public_transit,3,206017,zero,core,naics56,single_family,not_attending_school,some_college,renter,english,"4 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 303.02, Suffolk, MA)","303.02 (Suffolk, MA)","Suffolk County, MA",Massachusetts
163973,9893833118263382481,"2 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,shop,home,09:23:00,09:25:58,2,0.2,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,11308340772154880886,8686270417663322532,72,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,36952,other_travel_mode,2,89289,one,core,not_working,several_units,not_attending_school,advanced_degree,owner,indo_european,"2 (Tract 3537, Middlesex, MA)","3537 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
40600,831848288642545459,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,recreation,social,12:20:00,12:27:57,7,0.4,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,mixed_use,non_retail_attraction,18189547688728567188,17345502965694404059,22,female,black_not_hispanic_or_latino,employed,remote,5524,worked_from_home,3,29601,two,core,naics52,multiple_units,undergraduate,some_college,renter,indo_european,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts
64944,18163168192188703491,"1 (Tract 3549.02, Middlesex, MA)","3549.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3536, Middlesex, MA)","3536 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,school,home,06:09:00,06:14:58,5,1.7,unknown_vehicle_type,other_non_bev,,,,single_family,single_family,education,education,6231800937169998833,2289205097332402107,26,male,asian_not_hispanic_or_latino,employed,employed_not_working,114654,private_auto,2,260577,one,core,naics541940,single_family,not_attending_school,bachelors_degree,renter,english,"1 (Tract 3549.02, Middlesex, MA)","3549.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3741, Middlesex, MA)","3741 (Middlesex, MA)","Middlesex County, MA",Massachusetts
18314,10468169109736676900,"1 (Tract 3545, Middlesex, MA)","3545 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,shop,16:35:00,16:43:48,8,0.5,unknown_vehicle_type,unknown_fuel_type,,,,office,office,education,education,16768110272098332622,5536827288816094552,18,female,two_races_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,undergraduate,high_school,GQ,GQ_language,"2 (Tract 3540, Middlesex, MA)","3540 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
30004,1013641307756051461,"1 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,eat,12:09:00,12:17:02,8,0.4,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,education,education,4829376216291435987,13805035247383100038,20,male,white_not_hispanic_or_latino,employed,remote,29705,worked_from_home,1,0,unknown_num_vehicles,core,naics56,GQ_structure,undergraduate,some_college,GQ,GQ_language,"3 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts
54311,6612214595463489227,"1 (Tract 3546.01, Middlesex, MA)","3546.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3545, Middlesex, MA)","3545 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,eat,20:52:00,21:10:51,18,1.0,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,multi_family,multi_family,12148746589022096926,12062574278584693031,24,female,white_not_hispanic_or_latino,employed,remote,420812,worked_from_home,1,420812,zero,core,naics61,multiple_units,graduate,advanced_degree,renter,english,"2 (Tract 3545, Middlesex, MA)","3545 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3536, Middlesex, MA)","3536 (Middlesex, MA)","Middlesex County, MA",Massachusetts
32660,9668491425189549397,"2 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,shop,16:43:00,16:46:47,3,0.2,unknown_vehicle_type,unknown_fuel_type,,,,mixed_use,retail,multi_family,multi_family,10033130991044043537,4060478980033389149,20,male,white_not_hispanic_or_latino,employed,remote,1781,worked_from_home,3,8126,zero,core,naics54,several_units,undergraduate,some_college,renter,english,"1 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts
168236,9670210335687600521,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3531.02, Middlesex, MA)","3531.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,on_demand_auto,shop,home,15:40:00,15:46:25,6,1.5,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,18294939323197696139,9530973777649377060,77,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,85511,other_travel_mode,2,153292,one,core,not_working,multiple_units,not_attending_school,advanced_degree,renter,english,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
170105,14589959229380443073,"1 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3533, Middlesex, MA)","3533 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,home,shop,16:57:00,17:03:28,6,1.4,unknown_vehicle_type,other_non_bev,,,,retail,retail,multi_family,multi_family,15492272995382670867,17382859475823397479,80,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,29756,other_travel_mode,1,29756,one,core,not_working,multiple_units,not_attending_school,advanced_degree,renter,english,"2 (Tract 3533, Middlesex, MA)","3533 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
5219,15699955693861840660,"3 (Tract 3533, Middlesex, MA)","3533 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,auto_passenger,home,school,14:41:49,14:45:40,3,1.1,unknown_vehicle_type,unknown_fuel_type,,,,education,education,single_family,single_family,13314335210260792131,9650609489341344269,8,male,white_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,4,119711,two,core,not_working,single_family,school,k_12,owner,indo_european,"3 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3533, Middlesex, MA)","3533 (Middlesex, MA)","Middlesex County, MA",Massachusetts
148529,13073622391732744131,"2 (Tract 3547, Middlesex, MA)","3547 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3521.01, Middlesex, MA)","3521.01 (Middlesex, MA)","Middlesex County, MA",Massachusetts,auto_passenger,eat,home,17:44:00,17:58:15,14,4.3,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,retail,retail,15182736253368546411,15346844626521153736,60,female,white_not_hispanic_or_latino,employed,in_person,48050,public_transit,2,102250,zero,core,naics622110,several_units,not_attending_school,some_college,renter,english,"2 (Tract 3547, Middlesex, MA)","3547 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 103, Suffolk, MA)","103 (Suffolk, MA)","Suffolk County, MA",Massachusetts
130226,18075471505634021631,"1 (Tract 3528, Middlesex, MA)","3528 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3528, Middlesex, MA)","3528 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,shop,home,18:03:00,18:04:09,1,0.1,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,mixed_use,retail,12002953286314096126,2819046790480190552,46,male,hispanic_or_latino_origin,employed,employed_not_working,792156,private_auto,6,792156,two,core,naics52,single_family,not_attending_school,advanced_degree,renter,english,"1 (Tract 3528, Middlesex, MA)","3528 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3163, Middlesex, MA)","3163 (Middlesex, MA)","Middlesex County, MA",Massachusetts
11893,11759330273669635920,"1 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3524, Middlesex, MA)","3524 (Middlesex, MA)","Middlesex County, MA",Massachusetts,biking,home,school,15:34:07,15:38:36,4,0.8,unknown_vehicle_type,unknown_fuel_type,,,,education,education,multi_family,multi_family,6446604600987682513,13951903561994135534,15,male,black_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,9576,other_travel_mode,7,45832,one,core,not_working,multiple_units,school,k_12,renter,english,"1 (Tract 3524, Middlesex, MA)","3524 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts
102313,6587618897040844903,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,work,home,07:43:00,07:52:06,9,0.5,unknown_vehicle_type,unknown_fuel_type,,,,single_family,single_family,retail,retail,2794768013566741345,9565733092152438000,34,male,asian_not_hispanic_or_latino,employed,in_person,57005,walking,3,182417,one,core,naics54,single_family,not_attending_school,advanced_degree,owner,english,"2 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts
106025,16912602329293795409,"5 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,biking,home,shop,18:13:00,18:16:27,3,0.3,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,2663868296622360900,8990660431329468239,35,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,3,733089,one,core,not_working,single_family,not_attending_school,bachelors_degree,owner,english,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
172408,6911816366767302745,"3 (Tract 3523, Middlesex, MA)","3523 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts,on_demand_auto,home,eat,13:04:00,13:08:38,4,1.1,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,6749910737514580261,6499191278931862091,87,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,452985,other_travel_mode,2,528242,one,core,not_working,single_family,not_attending_school,advanced_degree,owner,english,"4 (Tract 3532, Middlesex, MA)","3532 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
9187,16547993147232308650,"2 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,school,home,07:31:21,08:17:19,45,2.4,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,education,education,10856404337736739818,26155080561064470,12,male,two_races_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,4,107986,one,core,not_working,multiple_units,school,k_12,renter,asian_pacific,"2 (Tract 3546.02, Middlesex, MA)","3546.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts
108772,14531110820536547051,"1 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,private_auto,shop,home,16:21:00,16:26:02,5,1.2,unknown_vehicle_type,other_non_bev,,,,multi_family,multi_family,retail,retail,17320277742998334447,5969236029644957331,36,male,white_not_hispanic_or_latino,employed,in_person,260561,biking,6,564234,one,core,naics54,several_units,not_attending_school,advanced_degree,owner,asian_pacific,"1 (Tract 3529, Middlesex, MA)","3529 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 606.04, Suffolk, MA)","606.04 (Suffolk, MA)","Suffolk County, MA",Massachusetts
131143,13539845103199680323,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3541, Middlesex, MA)","3541 (Middlesex, MA)","Middlesex County, MA",Massachusetts,public_transit,shop,home,19:34:00,19:53:14,19,1.6,unknown_vehicle_type,unknown_fuel_type,subway,MBTA,Red Line,multi_family,multi_family,mixed_use,retail,1362711766437290426,6875633836233231324,47,male,white_not_hispanic_or_latino,employed,in_person,40595,public_transit,3,242527,zero,core,naics51,several_units,undergraduate,some_college,renter,asian_pacific,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 701.04, Suffolk, MA)","701.04 (Suffolk, MA)","Suffolk County, MA",Massachusetts
17703,16979011222174372950,"3 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,social,home,13:33:00,13:49:51,16,0.9,unknown_vehicle_type,unknown_fuel_type,,,,education,education,single_family,single_family,6911624282849824400,8969482105830225702,18,female,other_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,1,0,unknown_num_vehicles,core,not_working,GQ_structure,undergraduate,some_college,GQ,GQ_language,"3 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
60605,14596909529425978190,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,work,home,08:20:00,08:21:25,1,0.1,unknown_vehicle_type,unknown_fuel_type,,,,multi_family,multi_family,mixed_use,retail,8533566730009865431,11077198311045318607,26,female,asian_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,0,other_travel_mode,2,47374,zero,core,not_working,multiple_units,not_attending_school,advanced_degree,renter,asian_pacific,"2 (Tract 3525, Middlesex, MA)","3525 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
146459,8770494987693363858,"2 (Tract 3530, Middlesex, MA)","3530 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,shop,10:58:00,11:16:28,18,1.0,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,single_family,single_family,7963413717410259360,12307596858532124485,58,male,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,33731,other_travel_mode,2,181906,two,core,not_working,single_family,not_attending_school,bachelors_degree,owner,indo_european,"2 (Tract 3538, Middlesex, MA)","3538 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
158331,13908219662509031997,"3 (Tract 3539, Middlesex, MA)","3539 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"4 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,eat,18:58:00,19:10:26,12,0.6,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,mixed_use,multi_family,13246855426990928321,3025042319463372834,67,female,white_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,28424,other_travel_mode,1,28424,zero,core,not_working,multiple_units,not_attending_school,some_college,renter,english,"4 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
54,8434587408987410715,"1 (Tract 3533, Middlesex, MA)","3533 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"2 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,school,16:13:17,16:18:16,4,0.3,unknown_vehicle_type,unknown_fuel_type,,,,education,education,multi_family,multi_family,11067994579666712351,8241400878403090894,3,male,black_not_hispanic_or_latino,under_16,unemployed_under_16_not_in_labor_force,0,other_travel_mode,5,33633,two,core,not_working,several_units,kindergarten,no_school,renter,other,"2 (Tract 3594, Middlesex, MA)","3594 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"1 (Tract 3533, Middlesex, MA)","3533 (Middlesex, MA)","Middlesex County, MA",Massachusetts
112486,13234379072774856799,"3 (Tract 3549.02, Middlesex, MA)","3549.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,"3 (Tract 3549.02, Middlesex, MA)","3549.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,walking,home,shop,15:49:00,15:52:50,3,0.2,unknown_vehicle_type,unknown_fuel_type,,,,retail,retail,mixed_use,multi_family,13003584158785448821,4587237435127380483,38,male,black_not_hispanic_or_latino,not_in_labor_force,unemployed_under_16_not_in_labor_force,82381,other_travel_mode,1,82381,one,core,naics48_49,multiple_units,not_attending_school,some_college,renter,other,"3 (Tract 3549.02, Middlesex, MA)","3549.02 (Middlesex, MA)","Middlesex County, MA",Massachusetts,Does not have work/school location,Does not have work/school location,Does not have work/school location,Does not have work/school location
